,price,mileage,energy_consumption__co2_emissions,general_information__warranty,vehicle_age,model_encoded,model_rank_per_year,transmission_automatic,transmission_manual,energy_consumption__emission_class_Euro 5,energy_consumption__emission_class_Euro 6,energy_consumption__emission_class_Euro 6b,energy_consumption__emission_class_Euro 6c,energy_consumption__emission_class_Euro 6d,energy_consumption__emission_class_Euro 6d-TEMP,energy_consumption__emission_class_Euro 6d-TEMP-EVAP,energy_consumption__emission_class_Euro 6e,energy_consumption__fuel_diesel,energy_consumption__fuel_electric,energy_consumption__fuel_hybrid,energy_consumption__fuel_hybrid - diesel,energy_consumption__fuel_hybrid - petrol,energy_consumption__fuel_petrol,energy_consumption__fuel_petrol super,general_information__brand_audi,general_information__brand_bmw,general_information__brand_ford,general_information__brand_kia,general_information__brand_mercedes,general_information__brand_peugeot,general_information__brand_volkswagen,general_information__brand_volvo
5806,19500.0,2.156239622767589,0.27411236648168796,-1.0111500583649125,0.61784496398022,0.03126333766881285,-0.5686083300415988,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
5807,33490.0,-0.7937045613307883,0.19424556767180723,-1.0111500583649125,-0.8438030449151518,0.030567069846750654,0.364926105836723,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5809,39990.0,-1.3854262233509649,0.3739458649940389,1.0180707644843399,-1.2092150471389949,0.016397900673462428,1.7500543899886407,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5812,30990.0,-0.8928788338122987,0.2940790661841582,-1.0111500583649125,0.2524329617563771,0.016397900673462428,-0.4784405379058144,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5813,34290.0,-1.0814189342441811,0.19424556767180723,-1.0111500583649125,-0.8438030449151518,0.03126333766881285,0.3653035496340599,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5814,28790.0,0.7304459817703581,0.8731133575557937,-1.0111500583649125,0.2524329617563771,0.030567069846750654,-0.4753681195929677,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5815,41900.0,-0.6527899082334334,0.6734463605310917,-1.0111500583649125,-0.8438030449151518,-0.010138767513682818,0.3428596461494236,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5816,29790.0,0.3852704713120463,0.21421226737427743,0.0034603530597136587,-0.47839104269130883,0.03126333766881285,-0.10165239020376951,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5818,31990.0,-0.549256327071417,0.2940790661841582,1.0180707644843399,-0.11297904046746587,0.030567069846750654,-0.3353190820213526,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5819,25390.0,1.33194884264242,0.27411236648168796,-1.0111500583649125,0.61784496398022,0.030567069846750654,-0.5687341446407111,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5821,39990.0,-1.3854262233509649,0.3739458649940389,0.0034603530597136587,-1.2092150471389949,0.030567069846750654,1.7654164815528743,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5823,29990.0,-0.7304400941049457,-2.281625195434496,0.0034603530597136587,-0.8438030449151518,0.06969116254957795,0.3861351085353943,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5824,28740.0,0.2787943567906884,0.5536461623162706,0.0034603530597136587,-0.47839104269130883,0.030567069846750654,-0.10190401940199403,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5825,34490.0,-0.6390853315690929,0.4737793635063899,0.0034603530597136587,-0.8438030449151518,0.03126333766881285,0.3653035496340599,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5826,25490.0,1.0951838899324404,0.3739458649940389,-1.0111500583649125,0.61784496398022,0.030567069846750654,-0.5687341446407111,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5827,24950.0,0.16730503728674873,0.7533131593409725,0.0034603530597136587,1.348668968427906,0.06969116254957795,-0.6801394252757226,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5828,20950.0,1.6753533839492762,0.6734463605310917,0.0034603530597136587,0.61784496398022,0.06969116254957795,-0.5616644770744874,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5830,33900.0,-0.29859607794232484,0.6734463605310917,-1.0111500583649125,0.2524329617563771,0.06969116254957795,-0.46688451851349916,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5831,27490.0,1.1486399126271447,1.0727803545804955,0.0034603530597136587,0.61784496398022,0.06969116254957795,-0.5616644770744874,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5832,24990.0,1.695787643389148,0.8531466578533234,0.0034603530597136587,0.2524329617563771,0.03126333766881285,-0.475217142074033,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5833,12700.0,1.4002537605300975,0.6734463605310917,0.0034603530597136587,2.444904975099435,0.06969116254957795,-0.7770734738040058,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5834,32650.0,-0.7631349092087403,0.8132132584483831,0.0034603530597136587,0.2524329617563771,0.03126333766881285,-0.475217142074033,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5836,39990.0,-1.3854262233509649,0.3739458649940389,0.0034603530597136587,-1.2092150471389949,0.03126333766881285,1.766171369147548,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5838,38990.0,-1.3856986801434965,0.19424556767180723,1.0180707644843399,-1.2092150471389949,0.06969116254957795,1.8078344869502168,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5839,38990.0,-1.3856986801434965,0.19424556767180723,1.0180707644843399,-1.2092150471389949,0.030567069846750654,1.7654164815528743,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5840,25990.0,1.7441214783842578,0.7133797599360322,0.0034603530597136587,0.61784496398022,0.03126333766881285,-0.5686083300415988,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5845,18950.0,0.7375843497346867,0.39391256469650915,0.0034603530597136587,1.348668968427906,0.030567069846750654,-0.6854416759503904,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5851,23490.0,1.0042923039438914,0.21421226737427743,0.0034603530597136587,-0.11297904046746587,0.030567069846750654,-0.3353190820213526,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5852,19900.0,2.0281849302777264,0.2541456667792178,0.0034603530597136587,0.61784496398022,0.016397900673462428,-0.5712944932347501,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5853,21299.0,0.15373668901867393,0.35397916529156875,0.0034603530597136587,1.714080970651749,0.016397900673462428,-0.7260510854496427,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5855,23490.0,1.0042923039438914,0.21421226737427743,0.0034603530597136587,-0.11297904046746587,0.06969116254957795,-0.324714580672017,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5856,29495.0,-0.40894107891763176,0.7133797599360322,-1.0111500583649125,-0.47839104269130883,0.03126333766881285,-0.10165239020376951,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5857,44490.0,-0.9083271339488417,0.19424556767180723,0.0034603530597136587,-0.8438030449151518,0.03126333766881285,0.3653035496340599,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5858,12990.0,1.650750535583671,0.6734463605310917,0.0034603530597136587,2.079492972875592,0.03126333766881285,-0.7553907059767305,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5859,39950.0,-1.0913636071715853,0.7133797599360322,0.0034603530597136587,-0.8438030449151518,0.06969116254957795,0.3861351085353943,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5860,26900.0,1.8292914717296425,0.19424556767180723,0.0034603530597136587,0.2524329617563771,-0.010138767513682818,-0.4841947034678875,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5861,11499.0,2.121828329870845,0.19424556767180723,-1.0111500583649125,2.444904975099435,0.030567069846750654,-0.7809296561128553,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5862,25990.0,0.6353040698183158,0.8731133575557937,0.0034603530597136587,0.2524329617563771,0.016397900673462428,-0.4784405379058144,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5863,43490.0,-0.7045566988144416,0.7133797599360322,0.0034603530597136587,-0.8438030449151518,0.016397900673462428,0.3572450600546062,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5864,29995.0,-0.12343360602374509,-1.6027574055505098,0.0034603530597136587,-0.11297904046746587,0.06969116254957795,-0.324714580672017,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5865,33990.0,0.6645386836569588,0.19424556767180723,0.0034603530597136587,0.2524329617563771,0.030567069846750654,-0.4753681195929677,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5866,28500.0,0.7602527548733176,0.9330134566632042,0.0034603530597136587,0.61784496398022,-0.010138767513682818,-0.5760896312031443,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5867,12999.0,2.2809703423885654,0.19424556767180723,0.0034603530597136587,2.079492972875592,0.06969116254957795,-0.7512243941964638,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5868,31990.0,-0.20051163263094093,0.19424556767180723,0.0034603530597136587,-0.47839104269130883,0.03126333766881285,-0.10165239020376951,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5869,25990.0,0.06077443140688453,0.19424556767180723,-1.0111500583649125,-0.11297904046746587,0.030567069846750654,-0.3353190820213526,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5870,39850.0,-1.264319179070659,0.4737793635063899,0.0034603530597136587,-1.2092150471389949,-0.010138767513682818,1.7212835621782754,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5872,24490.0,0.801311993507833,0.19424556767180723,-1.0111500583649125,0.2524329617563771,0.03126333766881285,-0.475217142074033,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5873,26490.0,1.8292914717296425,1.0528136548780254,0.0034603530597136587,0.9832569662040631,-0.010138767513682818,-0.6417288652997563,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5874,29490.0,-0.1973783795168273,0.19424556767180723,-1.0111500583649125,0.61784496398022,0.030567069846750654,-0.5687341446407111,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5875,11590.0,2.306744754962057,1.6717813456546013,-1.0111500583649125,3.1757289795471206,0.03126333766881285,-0.8200461438004301,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5876,39990.0,-1.0341204350606916,0.8331799581508533,0.0034603530597136587,-0.47839104269130883,-0.010138767513682818,-0.11661499252686035,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5877,39990.0,-1.3141787721039457,0.4737793635063899,0.0034603530597136587,-1.2092150471389949,0.06969116254957795,1.8078344869502168,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5879,27390.0,0.16354513354981234,0.27411236648168796,-1.0111500583649125,0.61784496398022,0.03126333766881285,-0.5686083300415988,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5880,27900.0,0.5650919543829168,-1.5628240061455694,0.0034603530597136587,0.2524329617563771,-0.010138767513682818,-0.4841947034678875,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5881,19950.0,2.0600896206831796,0.913046756960734,0.0034603530597136587,0.61784496398022,0.016397900673462428,-0.5712944932347501,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5883,37990.0,-0.5083878081916737,0.7133797599360322,0.0034603530597136587,-0.8438030449151518,0.03126333766881285,0.3653035496340599,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5884,16800.0,2.3483489071816357,0.4338459641014495,0.0034603530597136587,2.079492972875592,0.06969116254957795,-0.7512243941964638,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5885,43990.0,-0.43209990628281963,0.13434546856439666,0.0034603530597136587,-1.2092150471389949,0.06969116254957795,1.8078344869502168,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5886,12400.0,1.8709773609869806,0.7333464596385023,0.0034603530597136587,3.5411409817709636,-0.010138767513682818,-0.8386465675895922,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5887,19990.0,1.7530035698207886,0.6534796608286216,0.0034603530597136587,0.61784496398022,0.016397900673462428,-0.5712944932347501,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5888,34950.0,1.1481494904005878,0.8731133575557937,0.0034603530597136587,-0.11297904046746587,0.06969116254957795,-0.324714580672017,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5889,36990.0,0.015001690261572036,0.8531466578533234,0.0034603530597136587,-0.47839104269130883,0.030567069846750654,-0.10190401940199403,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5890,27990.0,-0.4034919430669993,0.19424556767180723,-1.0111500583649125,-0.11297904046746587,0.03126333766881285,-0.33513036012268416,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5892,38990.0,-0.16070569524207098,0.8930800572582639,0.0034603530597136587,-0.47839104269130883,0.03126333766881285,-0.10165239020376951,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5893,26490.0,0.49490708462677097,0.913046756960734,0.0034603530597136587,0.9832569662040631,0.03126333766881285,-0.635316321447003,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5894,43990.0,-0.9979381730124921,1.1726138530928465,0.0034603530597136587,-0.8438030449151518,0.03126333766881285,0.3653035496340599,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5895,31000.0,0.34137768203520197,1.012880255473085,0.0034603530597136587,0.2524329617563771,0.06969116254957795,-0.46688451851349916,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5896,26900.0,0.7682357388944941,-1.6426908049554503,0.0034603530597136587,0.2524329617563771,0.03126333766881285,-0.475217142074033,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5897,39900.0,-0.9524651343389644,0.6335129611261514,0.0034603530597136587,-0.8438030449151518,-0.010138767513682818,0.3428596461494236,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5898,23695.0,1.751559548820371,0.49374606320886005,-1.0111500583649125,-0.11297904046746587,0.06969116254957795,-0.324714580672017,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5899,17950.0,2.1445239806887293,0.4338459641014495,0.0034603530597136587,1.714080970651749,-0.010138767513682818,-0.7292478440952389,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5901,30990.0,0.21362269201712444,-1.5029239070381588,1.0180707644843399,0.2524329617563771,0.06969116254957795,-0.46688451851349916,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5902,24240.0,0.46534552263709,0.5536461623162706,0.0034603530597136587,0.2524329617563771,-0.010138767513682818,-0.4841947034678875,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5904,25499.0,0.4535208978412176,0.2940790661841582,0.0034603530597136587,-0.11297904046746587,-0.010138767513682818,-0.3463523118650023,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5905,41850.0,-0.8680307743334148,0.5336794626138005,0.0034603530597136587,-1.2092150471389949,-0.010138767513682818,1.7212835621782754,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5906,34990.0,-1.0063843335809723,0.19424556767180723,-1.0111500583649125,-0.8438030449151518,0.030567069846750654,0.364926105836723,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5907,39500.0,-1.2640467222781273,0.4737793635063899,0.0034603530597136587,-0.8438030449151518,0.03126333766881285,0.3653035496340599,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5908,29490.0,0.48719655739812606,-1.4829572073356887,0.0034603530597136587,0.2524329617563771,0.016397900673462428,-0.4784405379058144,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5909,15990.0,1.8020457924764803,0.8331799581508533,0.0034603530597136587,2.079492972875592,0.03126333766881285,-0.7553907059767305,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5910,32995.0,-0.6812343973737347,0.5336794626138005,-1.0111500583649125,-0.11297904046746587,-0.010138767513682818,-0.3463523118650023,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5911,25990.0,1.2571322074132365,0.07444536945698609,0.0034603530597136587,0.2524329617563771,0.030567069846750654,-0.4753681195929677,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5912,18500.0,1.3023327892942327,0.2940790661841582,-1.0111500583649125,0.9832569662040631,0.03126333766881285,-0.635316321447003,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5913,19990.0,2.106516258130568,0.4338459641014495,0.0034603530597136587,1.348668968427906,0.016397900673462428,-0.6873619373959196,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5914,15990.0,1.9382741887422914,0.8331799581508533,-0.08109051455900519,2.444904975099435,-0.010138767513682818,-0.7849417396923642,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5915,37490.0,-0.979765304950633,0.5935795617212111,0.0034603530597136587,-0.8438030449151518,-0.010138767513682818,0.3428596461494236,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5917,18850.0,0.4720479597333679,0.4338459641014495,0.0034603530597136587,1.714080970651749,0.030567069846750654,-0.7243441863869502,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5918,36990.0,-0.7219939335364653,0.49374606320886005,0.0034603530597136587,-0.8438030449151518,0.03126333766881285,0.3653035496340599,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5919,21490.0,0.9965817767152465,0.2341789670767476,0.0034603530597136587,1.714080970651749,-0.010138767513682818,-0.7292478440952389,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5920,19990.0,2.0404454859416497,0.9929135557706148,0.0034603530597136587,1.348668968427906,0.030567069846750654,-0.6854416759503904,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5921,34490.0,0.6993314160632469,0.7732798590434428,0.0034603530597136587,0.2524329617563771,0.06969116254957795,-0.46688451851349916,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5922,32990.0,-0.3639857081499141,-1.4629905076332186,1.0180707644843399,-0.11297904046746587,0.03126333766881285,-0.33513036012268416,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5924,44990.0,-1.1404875668650367,0.7133797599360322,1.0180707644843399,-0.8438030449151518,0.030567069846750654,0.364926105836723,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5925,26990.0,-0.02341471748538666,0.8331799581508533,0.0034603530597136587,0.61784496398022,0.030567069846750654,-0.5687341446407111,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5926,36490.0,-0.5188773947041412,0.49374606320886005,0.0034603530597136587,-0.8438030449151518,-0.010138767513682818,0.3428596461494236,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5927,36490.0,-0.790298851424143,0.49374606320886005,0.0034603530597136587,-0.8438030449151518,0.03126333766881285,0.3653035496340599,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5928,35990.0,-0.2718953122742259,0.49374606320886005,0.0034603530597136587,-0.8438030449151518,0.030567069846750654,0.364926105836723,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5929,36990.0,-0.5210025576858879,0.49374606320886005,0.0034603530597136587,-0.8438030449151518,-0.010138767513682818,0.3428596461494236,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5930,36990.0,-0.7394856596169955,0.49374606320886005,0.0034603530597136587,-0.8438030449151518,0.030567069846750654,0.364926105836723,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5931,36490.0,-0.5909967076872615,0.49374606320886005,0.0034603530597136587,-0.8438030449151518,0.016397900673462428,0.3572450600546062,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5932,36490.0,-0.5220378934975081,0.49374606320886005,0.0034603530597136587,-0.8438030449151518,-0.010138767513682818,0.3428596461494236,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5933,29500.0,0.23522851566488207,-1.6426908049554503,0.0034603530597136587,0.2524329617563771,-0.010138767513682818,-0.4841947034678875,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5934,26995.0,-0.3613156315831042,0.6135462614236812,-1.0111500583649125,0.61784496398022,0.06969116254957795,-0.5616644770744874,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5935,18900.0,1.311623565919561,0.19424556767180723,-1.0111500583649125,1.714080970651749,0.03126333766881285,-0.7242603099875419,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5936,37490.0,0.48215610673629106,0.7133797599360322,0.0034603530597136587,-0.47839104269130883,-0.010138767513682818,-0.11661499252686035,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5937,29990.0,-0.35036286852333304,0.07444536945698609,0.0034603530597136587,-0.8438030449151518,0.06969116254957795,0.3861351085353943,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5939,17950.0,2.3251900798164478,0.39391256469650915,0.0034603530597136587,1.348668968427906,0.016397900673462428,-0.6873619373959196,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5941,33990.0,-1.0779042416205231,0.5736128620187408,0.0034603530597136587,-0.8438030449151518,0.06969116254957795,0.3861351085353943,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5944,24850.0,0.9284130872238346,0.4538126638039197,0.0034603530597136587,0.9832569662040631,0.016397900673462428,-0.6376187470411326,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5945,19990.0,1.8021820208727461,0.4538126638039197,-1.0111500583649125,1.714080970651749,0.03126333766881285,-0.7242603099875419,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5946,28490.0,0.16643317555064752,0.693413060233562,0.0034603530597136587,-0.11297904046746587,-0.010138767513682818,-0.3463523118650023,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5948,25790.0,-0.08932201559878601,0.19424556767180723,-1.0111500583649125,0.2524329617563771,0.06969116254957795,-0.46688451851349916,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5949,26990.0,0.09158929464221097,0.2940790661841582,0.0034603530597136587,-0.47839104269130883,0.03126333766881285,-0.10165239020376951,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5950,26990.0,0.1291883320115748,0.2940790661841582,0.0034603530597136587,-0.47839104269130883,0.016397900673462428,-0.10702471659007197,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5951,27990.0,0.13052337029497976,0.2940790661841582,0.0034603530597136587,-0.47839104269130883,0.016397900673462428,-0.10702471659007197,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5952,26990.0,0.05753219557575823,0.2940790661841582,0.0034603530597136587,-0.47839104269130883,0.030567069846750654,-0.10190401940199403,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5953,26990.0,0.15370944333942077,0.2940790661841582,0.0034603530597136587,-0.47839104269130883,0.06969116254957795,-0.0877646842695465,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5954,38990.0,-1.385289994954699,0.49374606320886005,1.0180707644843399,-1.2092150471389949,0.06969116254957795,1.8078344869502168,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5955,22950.0,0.9220648439578479,1.0528136548780254,0.0034603530597136587,0.9832569662040631,0.03126333766881285,-0.635316321447003,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
