,price,mileage,energy_consumption__co2_emissions,general_information__warranty,vehicle_age,model_encoded,model_rank_per_year,transmission_automatic,transmission_manual,energy_consumption__emission_class_Euro 5,energy_consumption__emission_class_Euro 6,energy_consumption__emission_class_Euro 6b,energy_consumption__emission_class_Euro 6c,energy_consumption__emission_class_Euro 6d,energy_consumption__emission_class_Euro 6d-TEMP,energy_consumption__emission_class_Euro 6d-TEMP-EVAP,energy_consumption__emission_class_Euro 6e,energy_consumption__fuel_diesel,energy_consumption__fuel_electric,energy_consumption__fuel_hybrid,energy_consumption__fuel_hybrid - diesel,energy_consumption__fuel_hybrid - petrol,energy_consumption__fuel_petrol,energy_consumption__fuel_petrol super,general_information__brand_audi,general_information__brand_bmw,general_information__brand_ford,general_information__brand_kia,general_information__brand_mercedes,general_information__brand_peugeot,general_information__brand_volkswagen,general_information__brand_volvo
130,31900.0,-0.9304506255024093,0.034511970052045704,-1.0111500583649125,-0.8438030449151518,-0.34890922980182626,0.15921363284826115,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
131,24790.0,-0.35028113148557355,0.19424556767180723,0.0034603530597136587,-0.8438030449151518,-0.34890922980182626,0.15921363284826115,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
132,22244.0,-0.11566858743659386,0.31404576588662836,-1.0111500583649125,-0.47839104269130883,-1.0284899929718103,-0.4846442109590753,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
133,23998.0,-0.8426105555902145,0.4138792643989793,0.0034603530597136587,-0.8438030449151518,-0.3602152872873795,0.15308466762103426,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
134,18650.0,-0.5639689938681246,0.21421226737427743,0.0034603530597136587,-0.8438030449151518,-1.019670234671984,-0.20440302838683874,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
135,26500.0,-1.3856441887849902,-0.10525492786524562,1.0180707644843399,-0.8438030449151518,-1.0440553699303114,-0.2176221055276093,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
136,19995.0,-0.007939171669590532,0.4338459641014495,0.0034603530597136587,0.2524329617563771,-1.0440553699303114,-0.7083874041387007,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
137,10950.0,-0.15190534084329957,-0.08528822816277544,-1.0111500583649125,1.714080970651749,-1.0284899929718103,-0.8519242502393105,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
139,15950.0,1.437771060861702,0.27411236648168796,0.0034603530597136587,0.61784496398022,-1.0284899929718103,-0.7601042404192517,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
140,23999.0,-0.4728321967662971,0.4138792643989793,0.0034603530597136587,-0.47839104269130883,-0.34890922980182626,-0.2390456680609687,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
141,22495.0,-0.4618249423480196,-2.3015918951369665,-0.757497455508756,-0.8438030449151518,-1.0336183464816793,-0.2119642399211274,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
142,11990.0,0.5126167761413264,-2.2017583966246157,0.0034603530597136587,0.61784496398022,-1.0474175871258027,-0.7635244295981679,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
143,23900.0,-0.5906697595362236,-0.20508842637759658,0.0034603530597136587,-0.47839104269130883,-1.0474175871258027,-0.4914845893169077,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
144,22950.0,-1.0155116361307817,-2.3015918951369665,0.0034603530597136587,-0.47839104269130883,-1.0336183464816793,-0.48649758324056097,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
145,23998.0,-0.7075809692115426,0.4138792643989793,0.0034603530597136587,-0.8438030449151518,-0.34890922980182626,0.15921363284826115,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
146,29299.0,-0.9508031479045215,-0.005421429352894675,0.0034603530597136587,-0.8438030449151518,-0.3602152872873795,0.15308466762103426,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
148,23900.0,-0.9770134913460635,0.13434546856439666,0.0034603530597136587,-0.47839104269130883,-1.0336183464816793,-0.48649758324056097,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
149,21900.0,-0.2705057826323146,-0.24502182578253695,0.0034603530597136587,-0.11297904046746587,-1.0474175871258027,-0.6275045094575378,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
150,17490.0,-0.38937868121386127,0.19424556767180723,0.0034603530597136587,0.2524329617563771,-1.0474175871258027,-0.709116461541916,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
152,17900.0,-0.6220840277151196,0.034511970052045704,-1.0111500583649125,-0.8438030449151518,-1.0284899929718103,-0.20918418149889875,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
153,23998.0,-0.8660963311064402,0.4138792643989793,0.0034603530597136587,-0.8438030449151518,-0.27719930121732594,0.1980872772908908,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
154,16500.0,0.46104070531509034,0.35397916529156875,0.0034603530597136587,0.2524329617563771,-1.0336183464816793,-0.706124257896108,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
157,14990.0,0.692955927118007,-0.24502182578253695,0.0034603530597136587,0.2524329617563771,-1.0474175871258027,-0.709116461541916,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
158,17900.0,-0.5560132555262013,0.034511970052045704,-1.0111500583649125,-0.8438030449151518,-1.019670234671984,-0.20440302838683874,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
159,20399.0,-0.5429353294846835,0.3739458649940389,0.0034603530597136587,-0.47839104269130883,-1.0440553699303114,-0.49026949364488226,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
160,17900.0,-0.6270699870184483,0.034511970052045704,-1.0111500583649125,-0.8438030449151518,-1.0474175871258027,-0.21944474903564742,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
161,17900.0,-0.5978898645383116,0.034511970052045704,-1.0111500583649125,-0.8438030449151518,-1.0336183464816793,-0.2119642399211274,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
162,15990.0,0.657509298409643,-0.20508842637759658,0.0034603530597136587,0.61784496398022,-1.0336183464816793,-0.7610309265599946,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
163,20799.0,-1.3853989776717117,0.17427886796933703,0.0034603530597136587,-0.47839104269130883,-1.0474175871258027,-0.4914845893169077,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
164,22490.0,-0.8887374905658181,0.034511970052045704,-1.0111500583649125,-0.8438030449151518,-0.34121257700928953,0.16338595528619085,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
165,22490.0,-0.6235552943947904,0.034511970052045704,-1.0111500583649125,-0.8438030449151518,-0.34121257700928953,0.16338595528619085,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
166,18950.0,-0.6036387028607288,-2.3015918951369665,0.0034603530597136587,0.2524329617563771,-1.019670234671984,-0.7030997732823925,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
167,22995.0,-0.7543345548099689,-2.3015918951369665,-0.757497455508756,-0.8438030449151518,-1.0336183464816793,-0.2119642399211274,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
168,30900.0,-0.796347392218345,0.034511970052045704,-1.0111500583649125,-0.8438030449151518,-0.34890922980182626,0.15921363284826115,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
170,24500.0,-1.1327497939571387,0.034511970052045704,1.0180707644843399,-1.2092150471389949,-1.0284899929718103,0.6171959068816307,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
171,19990.0,-1.278268966848278,0.2541456667792178,0.0034603530597136587,-1.2092150471389949,-1.0284899929718103,0.6171959068816307,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
172,23990.0,-0.8315215641341774,0.034511970052045704,1.0180707644843399,-0.8438030449151518,-1.0440553699303114,-0.2176221055276093,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
173,24450.0,-0.6425455328342444,0.034511970052045704,1.0180707644843399,-0.8438030449151518,-1.0336183464816793,-0.2119642399211274,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
174,29990.0,-1.0182089583768448,-0.025388129055364864,1.0180707644843399,-0.8438030449151518,-0.27719930121732594,0.1980872772908908,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
175,23998.0,-1.0025699384855298,0.4138792643989793,0.0034603530597136587,-0.8438030449151518,-0.3602152872873795,0.15308466762103426,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
176,16199.0,-0.5530434764876067,0.19424556767180723,0.0034603530597136587,0.2524329617563771,-1.0336183464816793,-0.706124257896108,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
177,24450.0,-0.7953120564067249,0.034511970052045704,1.0180707644843399,-0.8438030449151518,-1.019670234671984,-0.20440302838683874,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
178,24500.0,-1.1243581247471648,0.034511970052045704,1.0180707644843399,-1.2092150471389949,-1.0284899929718103,0.6171959068816307,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
179,24500.0,-1.385289994954699,0.034511970052045704,1.0180707644843399,-0.8438030449151518,-1.0284899929718103,-0.20918418149889875,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
180,24500.0,-1.180347995612413,0.034511970052045704,1.0180707644843399,-1.2092150471389949,-1.0336183464816793,0.6116357900371734,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
181,13700.0,1.1859392475247237,0.19424556767180723,0.0034603530597136587,0.2524329617563771,-1.019670234671984,-0.7030997732823925,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
182,20000.0,-0.6378592760027005,0.034511970052045704,-1.0111500583649125,0.61784496398022,-1.0440553699303114,-0.7629168817621552,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
184,22995.0,-0.7386955349186538,-2.3015918951369665,-0.757497455508756,-0.8438030449151518,-1.0474175871258027,-0.21944474903564742,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
185,29995.0,-0.568055845756099,-1.6826242043603907,-1.0111500583649125,-0.8438030449151518,-0.34890922980182626,0.15921363284826115,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
186,11390.0,1.2414659418426683,0.034511970052045704,0.0034603530597136587,1.714080970651749,-1.0440553699303114,-0.8537993444679128,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
187,21450.0,-0.5683283025486306,0.034511970052045704,-1.0111500583649125,-0.11297904046746587,-1.0440553699303114,-0.6265931877035188,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
188,14990.0,0.4420777125548895,0.07444536945698609,0.0034603530597136587,-0.11297904046746587,-1.0336183464816793,-0.6237642549002778,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
190,19799.0,-0.2572371368360246,0.3739458649940389,0.0034603530597136587,-0.47839104269130883,-1.0336183464816793,-0.48649758324056097,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
191,24990.0,-1.3855624517472307,-0.10525492786524562,1.0180707644843399,-1.2092150471389949,-1.0284899929718103,0.6171959068816307,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
193,20995.0,-0.8298050863412282,-2.281625195434496,0.0034603530597136587,0.2524329617563771,-1.0474175871258027,-0.709116461541916,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
194,28850.0,-1.1364279606563157,-2.3015918951369665,-0.757497455508756,-0.8438030449151518,-1.0336183464816793,-0.2119642399211274,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
195,14290.0,1.0136648176069791,-0.18512172667512639,0.0034603530597136587,0.9832569662040631,-1.0336183464816793,-0.800249975605628,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
196,28950.0,-0.15591045569351442,-1.6826242043603907,0.0034603530597136587,-0.8438030449151518,-0.34121257700928953,0.16338595528619085,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
198,18695.0,0.04072161147655715,0.33401246558909853,0.0034603530597136587,-0.47839104269130883,-1.0336183464816793,-0.48649758324056097,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
199,21400.0,0.3143227225368119,0.33401246558909853,-1.0111500583649125,-0.47839104269130883,-1.0336183464816793,-0.48649758324056097,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
