,price_eur,mileage,transmission,energy_consumption__emission_class,energy_consumption__fuel,link,energy_consumption__co2_emissions,general_information__brand,general_information__model,general_information__warranty,vehicle_history__year,model_clean,energy_consumption__fuel_clean,model,brand_rank,emission_rank,fuel_rank,transmission_rank,model_rank,car_age,mileage_per_year,log_mileage,log_mileage_per_year,is_luxury,is_premium,is_modern,age_mileage_interaction,brand_model_interaction
16980,17990,84500.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2316816242-mercedes-b180-edition-amg-line,133,mercedes,B-Klasse,0,2019.0,b-klasse,petrol,B-Klasse,10,5.0,7.0,8,1.0336494738050517,6.0,12071.42857142857,11.344518647594766,9.398679501095575,1,1,0,72428.57142857142,10.336494738050517
16981,21750,153950.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337957736-mercedes-cla45-amg-orange-art-edition-garantie,133,mercedes,CLA,0,2016.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,9.0,15395.0,11.94438964894701,9.641863014403636,1,1,0,138555.0,10.486292446636835
16982,24250,29955.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337955116-mercedes-gla180-amg-line-garantie,133,mercedes,GLA,0,2020.0,gla,petrol,GLA,10,5.0,7.0,8,1.0530350053578383,5.0,4992.5,10.307484917369258,8.51589234568319,1,1,0,24962.5,10.530350053578383
16983,38967,5.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337933725-mercedes-benz-b-180-star-edition,140,mercedes,B-Klasse,0,2025.0,b-klasse,petrol,B-Klasse,10,10.0,7.0,8,1.0336494738050517,0.0,5.0,1.791759469228055,1.791759469228055,1,1,1,0.0,10.336494738050517
16984,29500,82840.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337930314-mercedes-cla-220-4matic-amg-82840km-full-option-190pk,152,mercedes,CLA,0,2020.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,5.0,13806.666666666666,11.324678386899722,9.532979272436997,1,1,0,69033.33333333333,10.486292446636835
16986,34999,29000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337915405-mercedes-benz-b-180-volledig-amg-pakket-1e-rekwisiet,133,mercedes,B-Klasse,0,2024.0,b-klasse,petrol,B-Klasse,10,5.0,7.0,8,1.0336494738050517,1.0,14500.0,10.275085591132715,9.581972891547895,1,1,0,14500.0,10.336494738050517
16989,15950,72000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337899712-mercedes-b180-benzine-automaat-volledige-opties-xenon,133,mercedes,B-Klasse,0,2018.0,b-klasse,petrol,B-Klasse,10,5.0,7.0,8,1.0336494738050517,7.0,9000.0,11.184435286790631,9.105090961257085,1,1,0,63000.0,10.336494738050517
16992,28500,110590.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2316745883-mercedes-cla45-amg,171,mercedes,CLA,0,2018.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,7.0,13823.75,11.61359399043742,9.534215743044392,1,1,0,96766.25,10.486292446636835
16994,17550,116000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2330795792-mercedes-cla180,133,mercedes,CLA,0,2019.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,6.0,16571.428571428572,11.661354090741,9.715495664040098,1,1,0,99428.57142857143,10.486292446636835
16995,44699,23694.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337882289-mercedes-benz-glb-35-amg-glb-35-amg-4matic-bj-2023,208,mercedes,GLB 35 AMG,21,2023.0,glb 35,petrol,GLB 35,10,8.0,7.0,8,1.0711404733518588,2.0,7898.0,10.073019334401689,8.97449144816442,1,1,1,15796.0,10.711404733518588
16996,32699,56770.0,automatic,Euro 6d-TEMP,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337882274-mercedes-benz-glc-250-glc-250-4matic-amg-line-bj-2019,215,mercedes,GLC,21,2019.0,glc,petrol,GLC,10,7.0,7.0,8,1.0764544328157235,6.0,8110.0,10.946780910947098,9.000976444070345,1,1,0,48660.0,10.764544328157235
16997,26490,78275.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337880043-mercedes-benz-classe-cla-sw-x118-cla-180-business-solutio,140,mercedes,Overige modellen,0,2021.0,overige modellen,petrol,Overige modellen,10,5.0,7.0,8,1.0710125062141975,4.0,15655.0,11.267996321584096,9.658609509075912,1,1,0,62620.0,10.710125062141975
16998,29599,49833.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337879666-mercedes-benz-cla-klasse-250-cla-250-amg-line-bj-2020,164,mercedes,CLA-Klasse,21,2020.0,cla-klasse,petrol,CLA-Klasse,10,8.0,7.0,8,1.284759066254919,5.0,8305.5,10.816452760981706,9.024793619826534,1,1,1,41527.5,12.847590662549191
16999,32799,52398.0,automatic,Euro 6d-TEMP,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337878035-mercedes-benz-gla-45-amg-gla-45-amg-4matic-bj-2019,214,mercedes,GLA,21,2019.0,gla,petrol,GLA,10,7.0,7.0,8,1.0530350053578383,6.0,7485.428571428572,10.866642786157566,8.920847136548964,1,1,0,44912.57142857143,10.530350053578383
17000,33299,31198.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337878018-mercedes-benz-a-klasse-180-a-180-amg-line-bj-2024,138,mercedes,A-Klasse,21,2024.0,a-klasse,petrol,A-Klasse,10,8.0,7.0,8,1.2030256217677773,1.0,15599.0,10.348141322001869,9.655026193237628,1,1,1,15599.0,12.030256217677772
17003,39990,3455.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337867181-mercedes-benz-cla-180-coupe-amg-line-smartphone-integrati,138,mercedes,CLA-Klasse,24,2025.0,cla-klasse,petrol,CLA-Klasse,10,10.0,7.0,8,1.284759066254919,0.0,3455.0,8.147867129923947,8.147867129923947,1,1,1,0.0,12.847590662549191
17004,42490,24741.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337866871-mercedes-benz-glb-250-4matic-amg-line-pano-heated-seats,169,mercedes,GLB 250 4MATIC,24,2021.0,glb 250,petrol,GLB 250,10,5.0,7.0,8,1.06968023137214,4.0,4948.2,10.116257483422777,8.506981226339821,1,1,0,19792.8,10.6968023137214
17005,35990,7142.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337866691-mercedes-benz-gla-180-essential-line-gla-180-essential-line,152,mercedes,GLA,12,2025.0,gla,petrol,GLA,10,10.0,7.0,8,1.0530350053578383,0.0,7142.0,8.873888135154973,8.873888135154973,1,1,1,0.0,10.530350053578383
17008,27750,42063.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337859917-mercedes-benz-c160-9g-tronic-amg-line,147,mercedes,C-Klasse,0,2021.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,4.0,8412.6,10.646947546969663,9.037604723205819,1,1,0,33650.4,11.638193197585153
17009,18399,118605.0,automatic,Euro 6d-TEMP,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337858705-mercedes-benz-a-klasse-220,141,mercedes,A-Klasse,12,2018.0,a-klasse,petrol,A-Klasse,10,7.0,7.0,8,1.2030256217677773,7.0,14825.625,11.683562354485344,9.604179830000607,1,1,0,103779.375,12.030256217677772
17010,44995,57341.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337857111-mercedes-glc-43-amg-coupe-4-matic-opendak-camera-garantie,133,mercedes,GLC,0,2018.0,glc,petrol,GLC,10,5.0,7.0,8,1.0764544328157235,7.0,7167.625,10.956788618494235,8.877469143934029,1,1,0,50173.375,10.764544328157235
17012,24950,100000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337850604-mb-a-klasse-220-benz-pack-amg-panodak-garantie-12m,139,mercedes,A-Klasse,0,2019.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,6.0,14285.714285714286,11.51293546492023,9.567085313465029,1,1,0,85714.28571428571,12.030256217677772
17013,24950,57408.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337846708-mercedes-c180-benzine-157pk-amg-57-000-km-1ste-eigenaar,133,mercedes,C-Klasse,0,2017.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,8.0,6378.666666666667,10.957956364441785,8.760871128369963,1,1,0,51029.333333333336,11.638193197585153
17015,42500,11482.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337820344-mercedes-benz-glb-glb-180-amg-line,161,mercedes,GLB,24,2023.0,glb,petrol,GLB,10,5.0,7.0,8,1.0631258378606483,2.0,3827.3333333333335,9.34862295977619,8.250184826455088,1,1,0,7654.666666666667,10.631258378606482
17016,21699,46948.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337819419-mercedes-gla-180-urban-camera-elec-koffer-zetelverw,148,mercedes,GLA,0,2019.0,gla,petrol,GLA,10,5.0,7.0,8,1.0530350053578383,6.0,6706.857142857143,10.75681718515505,8.8110348261834,1,1,0,40241.142857142855,10.530350053578383
17018,17500,96718.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337818095-mercedes-benz-b-klasse-b-180-business-solution-auto,127,mercedes,B-Klasse,24,2018.0,b-klasse,petrol,B-Klasse,10,5.0,7.0,8,1.0336494738050517,7.0,12089.75,11.479565146111982,9.400195976424218,1,1,0,84628.25,10.336494738050517
17019,34990,23112.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337818057-mercedes-benz-a-klasse-limousine-amg-line,140,mercedes,A-Klasse,24,2024.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,1.0,11556.0,10.04815050877669,9.355046592975441,1,1,0,11556.0,12.030256217677772
17020,29990,42783.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337818011-mercedes-benz-a-klasse-a-180-business-line,134,mercedes,A-Klasse,24,2024.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,1.0,21391.5,10.66391947990167,9.97079567229221,1,1,0,21391.5,12.030256217677772
17021,25490,55044.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337817992-mercedes-benz-cla-shooting-break-cla-180-luxury-line,139,mercedes,CLA-Klasse,24,2021.0,cla-klasse,petrol,CLA-Klasse,10,5.0,7.0,8,1.284759066254919,4.0,11008.8,10.915906311504504,9.306541064247465,1,1,0,44035.2,12.847590662549191
17022,30000,131000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2306224971-mercedes-benz-cla-45-s-amg-4matic-export-handel,189,mercedes,CLA,0,2020.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,5.0,21833.333333333332,11.782960235741939,9.991238933433094,1,1,0,109166.66666666666,10.486292446636835
17025,15900,117000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337798700-mercedes-benz-c180-benzine-automaat-tempomaat-opendak,133,mercedes,C-Klasse,0,2014.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,11.0,9750.0,11.669937760751914,9.18512512283512,1,1,0,107250.0,11.638193197585153
17029,19499,53923.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337780403-mercedes-benz-a-klasse-180-a-180-progressive-bj-2020,138,mercedes,A-Klasse,21,2020.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,5.0,8987.166666666666,10.895330926810955,9.103664176376139,1,1,0,44935.83333333333,12.030256217677772
17030,25995,127432.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2327054463-mercedes-glc-250-4matic-launch-edition-garantie,133,mercedes,GLC,0,2017.0,glc,petrol,GLC,10,5.0,7.0,8,1.0764544328157235,8.0,14159.111111111111,11.755346015266177,9.558184214046806,1,1,0,113272.88888888889,10.764544328157235
17031,37950,59900.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337774637-mercedes-benz-c43-amg-break,133,mercedes,C-Klasse,0,2018.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,7.0,7487.5,11.000448478455008,8.92112378943245,1,1,0,52412.5,11.638193197585153
17032,24900,49000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337772890-mercedes-benz-a-200-163-pk-automaat-12-m-garantie,137,mercedes,A-Klasse,0,2022.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,3.0,12250.0,10.799595985047786,9.41336284529417,1,1,0,36750.0,12.030256217677772
17033,36918,5.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337756026-mercedes-benz-gla-180-cyber-edition,148,mercedes,GLA,0,2025.0,gla,petrol,GLA,10,10.0,7.0,8,1.0530350053578383,0.0,5.0,1.791759469228055,1.791759469228055,1,1,1,0.0,10.530350053578383
17034,35950,5.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337754065-mercedes-benz-gla-180-cyber-edition,148,mercedes,GLA,0,2025.0,gla,petrol,GLA,10,10.0,7.0,8,1.0530350053578383,0.0,5.0,1.791759469228055,1.791759469228055,1,1,1,0.0,10.530350053578383
17035,28299,28569.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337753822-mercedes-benz-a-klasse-180-a-180-progressive-bj-2024,134,mercedes,A-Klasse,21,2024.0,a-klasse,petrol,A-Klasse,10,8.0,7.0,8,1.2030256217677773,1.0,14284.5,10.260112495224819,9.567000315802414,1,1,1,14284.5,12.030256217677772
17036,38799,6823.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337753825-mercedes-benz-cla-klasse-180-cla-180-amg-line-bj-2025,138,mercedes,CLA-Klasse,21,2025.0,cla-klasse,petrol,CLA-Klasse,10,5.0,7.0,8,1.284759066254919,0.0,6823.0,8.828201089171515,8.828201089171515,1,1,0,0.0,12.847590662549191
17037,28999,38000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337751149-mercedes-c-180-coupe-bj-5-2020-euro-6-met-38000km,133,mercedes,C-Klasse,0,2020.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,5.0,6333.333333333333,10.545367754151743,8.753739851753249,1,1,0,31666.666666666664,11.638193197585153
17039,41697,5.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337747478-mercedes-benz-cla-180-shooting-brake-star-edition,144,mercedes,CLA-Klasse,0,2025.0,cla-klasse,petrol,CLA-Klasse,10,10.0,7.0,8,1.284759066254919,0.0,5.0,1.791759469228055,1.791759469228055,1,1,1,0.0,12.847590662549191
17041,33249,46606.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337746936-mercedes-benz-cla-klasse-180-star-edition-shooting-brake-a,140,mercedes,CLA-Klasse,24,2024.0,cla-klasse,petrol,CLA-Klasse,10,10.0,7.0,8,1.284759066254919,1.0,23303.0,10.74950602342493,10.05638029863927,1,1,1,23303.0,12.847590662549191
17043,35890,18113.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337736073-mercedes-benz-c-180-cabriolet-amg-line-camera-carplay-aircap,172,mercedes,C-Klasse,0,2021.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,4.0,3622.6,9.804440398934894,8.195223285795132,1,1,0,14490.4,11.638193197585153
17044,21995,68010.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337724688-mercedes-benz-cla-180-7-gtronic-business-solutions-navi,133,mercedes,CLA 180,5,2020.0,cla 180,petrol,CLA 180,10,5.0,7.0,8,1.042186657116824,5.0,11335.0,11.127424735781627,9.335738781370516,1,1,0,56675.0,10.42186657116824
17046,27990,52841.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337720090-2awe917-mercedes-benz-glb,160,mercedes,GLB,12,2021.0,glb,petrol,GLB,10,8.0,7.0,8,1.0631258378606483,4.0,10568.2,10.875061608033514,9.26569939009646,1,1,1,42272.8,10.631258378606482
17047,31990,26055.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337715420-mercedes-benz-a-klasse-180-hatchback-amg-line-verwarmde-ze,135,mercedes,A-Klasse,24,2024.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,1.0,13027.5,10.16800334695607,9.47489454453594,1,1,0,13027.5,12.030256217677772
17048,43999,34035.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337708720-mercedes-benz-c-klasse-200-berline-amg-line-memory-zetels,145,mercedes,C-Klasse,12,2024.0,c-klasse,petrol,C-Klasse,10,10.0,7.0,8,1.1638193197585154,1.0,17017.5,10.435174066969449,9.742056266633677,1,1,1,17017.5,11.638193197585153
17049,44999,11434.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337706205-mercedes-benz-glb-180-amg-line-panoramisch-dak-trekhaak,160,mercedes,GLB 180,24,2024.0,glb 180,petrol,GLB 180,10,5.0,7.0,8,1.0598566307874457,1.0,5717.0,9.344434106456882,8.651374372882257,1,1,0,5717.0,10.598566307874457
17054,42500,69758.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2295919428-mercedes-s500-4-matic-69-000-kms-1-owner-full-option,202,mercedes,S-Klasse,0,2017.0,s-klasse,petrol,S-Klasse,10,5.0,7.0,8,1.0620883878600986,8.0,7750.888888888889,11.152801723617731,8.955691820249212,1,1,0,62007.11111111111,10.620883878600987
17055,28500,101387.0,automatic,Euro 6b,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337684779-mercedes-benz-c-class-1-jaar-garantie-bj-2016-automaat,137,mercedes,C-CLASS,0,2016.0,c-class,petrol,C-CLASS,10,4.0,7.0,8,1.057409100813193,9.0,10138.7,11.526710019940845,9.22421369090869,1,1,0,91248.3,10.57409100813193
17056,30998,7422.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337683170-mercedes-benz-a-class-180-a-180-mhev-business-line-s-cuir-na,135,mercedes,A-CLASS,12,2024.0,a-class,petrol,A-CLASS,10,5.0,7.0,8,1.043585184795635,1.0,3711.0,8.912338567117548,8.21932609390609,1,1,0,3711.0,10.43585184795635
17057,23998,47214.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337683162-mercedes-benz-a-class-180-a-180-auto-business-solution-s-cui,137,mercedes,A-CLASS,12,2022.0,a-class,petrol,A-CLASS,10,5.0,7.0,8,1.043585184795635,3.0,11803.5,10.76246691769717,9.376236093688268,1,1,0,35410.5,10.43585184795635
17058,31500,61210.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2272893871-mercedes-benz-cla-180-1-3i-mercedes-cla-180-1-3i-136ch,138,mercedes,CLA,0,2023.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,2.0,20403.333333333332,11.022082190911469,9.92350257557539,1,1,0,40806.666666666664,10.486292446636835
17059,27999,7800.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337682779-mercedes-benz-b-class-180-7g-dct-benzine-automaat-navi-cam-g,139,mercedes,B-CLASS,12,2023.0,b-class,petrol,B-CLASS,10,8.0,7.0,8,1.0384000942362557,2.0,2600.0,8.962007209588313,7.8636512654486515,1,1,1,5200.0,10.384000942362556
17060,32975,32129.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2272200493-mercedes-benz-glb-180-dct-navigatie-camera-digital-cockpit,159,mercedes,GLB 180,0,2022.0,glb 180,petrol,GLB 180,10,5.0,7.0,8,1.0598566307874457,3.0,8032.25,10.377545452109905,8.991344457312849,1,1,0,24096.75,10.598566307874457
17061,29950,20956.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2261635313-mercedes-benz-a-180-progressive-camera-keyless-go-sfe,135,mercedes,A 180,0,2024.0,a 180,petrol,A 180,10,5.0,7.0,8,1.0534628757417372,1.0,10478.0,9.950227998419942,9.257128533474942,1,1,0,10478.0,10.534628757417373
17062,40999,17101.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337662493-mercedes-benz-c-klasse-180-break-amg-line-panoramisch-dak,151,mercedes,C-Klasse,12,2024.0,c-klasse,petrol,C-Klasse,10,10.0,7.0,8,1.1638193197585154,1.0,8550.5,9.7469506947159,9.053861985139747,1,1,1,8550.5,11.638193197585153
17063,19990,111500.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2246643792-mercedes-benz-gla-180-pack-amg-pack-night-automatique-garant,135,mercedes,GLA,0,2017.0,gla,petrol,GLA,10,5.0,7.0,8,1.0530350053578383,8.0,12388.888888888889,11.621788838451959,9.4246360067774,1,1,0,99111.11111111111,10.530350053578383
17064,34950,98098.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337657912-c43-amg-4-matic-c63-amg-look-burmester-sportuitlaat,185,mercedes,C-Klasse,0,2017.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,8.0,10899.777777777777,11.49373245182158,9.296589421430964,1,1,0,87198.22222222222,11.638193197585153
17065,31950,76826.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337656911-cla-220-amg-7g-dct-look-45-amg-full-option-190pk,163,mercedes,CLA,0,2021.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,4.0,15365.2,11.249311419852148,9.639925571091933,1,1,0,61460.8,10.486292446636835
17067,24500,167000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337637431-mercedes-benz-c43-amg-461pk-popsbangs-keuring,133,mercedes,C-Klasse,0,2015.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,10.0,15181.818181818182,12.025755079404917,9.627919684694776,1,1,0,151818.18181818182,11.638193197585153
17069,29950,141500.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337619582-mercedes-a35-amg-4-matic-brabus-homologation,133,mercedes,A-Klasse,0,2019.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,6.0,20214.285714285714,11.860062063178267,9.914194315751182,1,1,0,121285.71428571429,12.030256217677772
17072,21500,96740.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2336371528-mercedes-benz-cla-180,133,mercedes,CLA,0,2019.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,6.0,13820.0,11.479792583309283,9.533944453604027,1,1,0,82920.0,10.486292446636835
17074,20990,138695.0,automatic,Euro 6b,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337579811-mercedes-benz-c-klasse-180-i-coupe-pack-amg-toit-pano-na,132,mercedes,C-Klasse,12,2017.0,c-klasse,petrol,C-Klasse,10,4.0,7.0,8,1.1638193197585154,8.0,15410.555555555555,11.840039766665724,9.642872867772201,1,1,0,123284.44444444444,11.638193197585153
17075,34499,13000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337558587-mercedes-a-klasse-amg-lijn-2025,134,mercedes,A-Klasse,0,2025.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,0.0,13000.0,9.472781556562168,9.472781556562168,1,1,0,0.0,12.030256217677772
17076,33249,32085.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337555087-mercedes-benz-cla-180-star-edition-shooting-brake-amg-line,140,mercedes,CLA-Klasse,24,2024.0,cla-klasse,petrol,CLA-Klasse,10,10.0,7.0,8,1.284759066254919,1.0,16042.5,10.376175076911021,9.683059062106146,1,1,1,16042.5,12.847590662549191
